region,subvillage,longitude,latitude,gps_height,key
Arusha,Center,36.773369540625,-3.2838573343750004,1389.6875,CenterArusha
Arusha,Chemchem,36.76039933727273,-3.4080470036363635,1193.8181818181818,ChemchemArusha
Arusha,Chini,36.92672133,-3.56338515,915.0,ChiniArusha
Arusha,Christmas,37.00367065,-3.35541575,974.0,ChristmasArusha
Arusha,Creta,35.6674934,-3.53162566,1454.0,CretaArusha
Arusha,D/Magharibi,35.5949178725,-3.577811525,1513.25,D/MagharibiArusha
Arusha,D/Mashariki,35.61716649571429,-3.578592738571428,1527.2857142857142,D/MasharikiArusha
Arusha,Daire,36.84834799,-3.44303737,1030.0,DaireArusha
Arusha,Damu,36.785679575,-3.3455426900000003,1415.0,DamuArusha
Arusha,Daraja2,36.689861,-3.38695835,1333.0,Daraja2Arusha
Arusha,Darajani,35.892461125000004,-3.5074612825,1103.625,DarajaniArusha
Arusha,Digodigo Mjini,35.73234066333333,-2.144877245,1296.0,Digodigo MjiniArusha
Arusha,Dipu,36.917662917499996,-3.5432735600000003,925.5,DipuArusha
Arusha,Dofa,35.61035184166666,-3.3671764950000003,1495.3333333333333,DofaArusha
Arusha,Duka Bovu,36.485180936,-3.40554995,1301.2,Duka BovuArusha
Arusha,Dukambili,36.50134899,-3.410747505,1295.5,DukambiliArusha
Arusha,Dum,35.61071665,-3.62121565,1624.0,DumArusha
Arusha,Elerai,36.862675955,-3.1254981649999998,1465.5,EleraiArusha
Arusha,Elwahi,37.12321513333333,-2.855675096666667,1630.0,ElwahiArusha
Arusha,Elwan,36.68260445,-3.49266467,1206.0,ElwanArusha
Arusha,Elwayn,36.68154102,-3.4936589400000004,1207.0,ElwaynArusha
Arusha,Emanyata,36.5261929375,-3.2995443825,1665.0,EmanyataArusha
Arusha,Emarti,35.49675709,-2.23122984,2014.0,EmartiArusha
Arusha,Embalwa,36.693995075000004,-3.036284335,1403.0,EmbalwaArusha
Arusha,Embaruway,35.26505992857143,-3.2620726200000005,1685.7142857142858,EmbaruwayArusha
Arusha,Embong'Iti,36.884405965,-2.9737851600000003,1180.5,Embong'ItiArusha
Arusha,Embopong'I,36.541431079999995,-2.49398634,1730.5,Embopong'IArusha
Arusha,Emogoro,36.3609649,-3.33873986,1421.0,EmogoroArusha
Arusha,Emugurunanyoki,36.35324882,-3.34241323,1437.0,EmugurunanyokiArusha
Arusha,Emurua,36.44832139,-3.08093797,1113.0,EmuruaArusha
Arusha,Emututoto,36.37665033,-2.35706977,1259.0,EmututotoArusha
Arusha,Enaboishu,36.70216692,-3.347510943333333,1476.0,EnaboishuArusha
Arusha,Endalah,35.72860929,-3.4688076,1326.5,EndalahArusha
Arusha,Endallah,35.72974488,-3.46181139,1342.0,EndallahArusha
Arusha,Endamarariek,35.65367106,-3.51292265,1455.0,EndamarariekArusha
Arusha,Endeves,36.65882105125,-3.5681270887500003,1064.375,EndevesArusha
Arusha,Endonyowas,35.697589730000004,-3.0526492149999997,2560.0,EndonyowasArusha
Arusha,Engarasero,35.875562625,-2.6054912349999997,679.0,EngaraseroArusha
Arusha,Engaresero,35.88554225,-2.63163848,695.0,EngareseroArusha
Arusha,Engasiti,35.96345539,-3.66499193,987.0,EngasitiArusha
Arusha,Engawale,36.58921539,-3.24989696,1737.0,EngawaleArusha
Arusha,Engedeko,36.727650647999994,-3.1538075660000002,2033.2,EngedekoArusha
Arusha,Engerin,36.566007905000006,-2.493848165,1663.0,EngerinArusha
Arusha,Engigiri,36.20615735,-3.39242769,1373.0,EngigiriArusha
Arusha,Engikaleti,36.740539198421054,-3.324764651578947,1693.0,EngikaletiArusha
Arusha,Engloriti,36.18934024,-3.42239326,1289.0,EngloritiArusha
Arusha,Engomei,35.84325030333333,-2.8427652066666664,2323.6666666666665,EngomeiArusha
Arusha,Engorika,36.656655205,-3.2300827649999997,2148.5,EngorikaArusha
Arusha,Engorora Kati,36.549203915,-3.37035624,1382.5,Engorora KatiArusha
Arusha,Enguruman,35.51016386,-2.96789459,1324.0,EngurumanArusha
Arusha,Engusero,36.33457902,-2.98632961,990.0,EnguseroArusha
Arusha,Enguserosambu,35.6648962,-1.97992462,2233.5,EnguserosambuArusha
Arusha,Engutoto,36.445082854999995,-2.624315365,1648.5,EngutotoArusha
Arusha,Engutukoit,36.74369885,-3.083144136,1431.0,EngutukoitArusha
Arusha,Engutukuorugos,36.454071305,-2.519443755,1718.0,EngutukuorugosArusha
Arusha,Enjolo Ondare,36.509144973999994,-3.2936625059999995,1728.2,Enjolo OndareArusha
Arusha,Erangau,37.06489092,-2.92533373,1733.0,ErangauArusha
Arusha,Esmiti,35.99938203,-3.48615125,1043.0,EsmitiArusha
Arusha,Eunoto,36.533098695,-3.29295275,1705.0,EunotoArusha
Arusha,Ewerendeke,36.77862138,-2.55618033,1302.0,EwerendekeArusha
Arusha,Eworendeke,36.76171047222223,-2.5676645677777774,1341.5555555555557,EworendekeArusha
Arusha,Fetinalii,36.6358451075,-3.206157735,1830.5,FetinaliiArusha
Arusha,Fithal,35.859060265,-3.25828182,1623.5,FithalArusha
Arusha,G,35.34982133,-3.54410547,1064.0,GArusha
Arusha,Geer,35.5985086,-3.6340279,1689.0,GeerArusha
Arusha,Genda,35.796441716000004,-3.2833574979999995,1639.8,GendaArusha
Arusha,Geriani,35.09556095,-3.36154715,1608.0,GerianiArusha
Arusha,Gidabash,35.29921917,-3.5272609299999997,1038.0,GidabashArusha
Arusha,Gidaburjek,35.30877299,-3.50653461,1036.0,GidaburjekArusha
Arusha,Gidbash,35.29898732,-3.52644973,1042.0,GidbashArusha
Arusha,Gidibashi,35.3029403,-3.52256131,1039.0,GidibashiArusha
Arusha,Gitmaja,35.589736200000004,-3.4338887099999997,1387.0,GitmajaArusha
Arusha,Gwandumehi,35.70173906,-3.38593155,1484.0,GwandumehiArusha
Arusha,Gwandumei,35.71183211,-3.38874279,1490.0,GwandumeiArusha
Arusha,Gwasei,36.74984305,-3.34906702,1529.0,GwaseiArusha
Arusha,Halei,35.64655137,-3.34005836,1497.0,HaleiArusha
Arusha,Halet,35.636601815,-3.34650506,1536.0,HaletArusha
Arusha,Hambar,35.698500265,-3.51907736,1419.0,HambarArusha
Arusha,Hansi,35.88096345,-3.2284528,1704.0,HansiArusha
Arusha,Haria B,35.74216372,-3.33420597,1505.0,Haria BArusha
Arusha,Hathins,35.87747054,-3.23958133,1714.0,HathinsArusha
Arusha,Hhalki,35.82647009,-3.30790178,1380.0,HhalkiArusha
Arusha,Hharki,35.80973101,-3.28655328,1528.0,HharkiArusha
Arusha,Hospital,36.995158197500004,-3.3277038475,1030.75,HospitalArusha
Arusha,Huduma,36.66123396588235,-3.3655969458823534,1348.6470588235295,HudumaArusha
Arusha,Hyhh,36.01293837,-3.00261659,814.0,HyhhArusha
Arusha,Idulele,36.59446587666667,-3.2339321233333336,1814.6666666666667,IduleleArusha
Arusha,Ieletulele,36.690441229,-3.3273379479999994,1575.5,IeletuleleArusha
Arusha,Ifuriny,36.77163994,-3.3497722866666666,1447.3333333333333,IfurinyArusha
Arusha,Ikenywa,36.68173762235294,-3.3411564564705887,1505.1764705882354,IkenywaArusha
Arusha,Ikreepus,35.68896081,-3.09093416,2401.0,IkreepusArusha
Arusha,Ilboru,36.687935190000005,-3.3495910275,1465.75,IlboruArusha
Arusha,Ilchang'Itsapu,36.20072648,-2.581027745,1150.5,Ilchang'ItsapuArusha
Arusha,Ildoinyio,36.97705811,-2.77630895,1135.5,IldoinyioArusha
Arusha,Ileza,36.68507554,-3.31737587,1615.0,IlezaArusha
Arusha,Ilimadu,36.708114875,-3.33146078,1747.5,IlimaduArusha
Arusha,Ilimelili,36.704629912499996,-3.31227049,1816.5,IlimeliliArusha
Arusha,Ilimitongo,36.654203732499994,-3.5620837962499996,1081.375,IlimitongoArusha
Arusha,Ilimuri,35.44627732,-3.21274492,2491.0,IlimuriArusha
Arusha,Ilkiroriti,36.72406477,-3.347717505,1605.0,IlkiroritiArusha
Arusha,Ilkirumuni,36.91143093636364,-3.1719836881818186,1453.5454545454545,IlkirumuniArusha
Arusha,Ilkisongo Chini,36.694620572,-3.3097980700000003,1690.0,Ilkisongo ChiniArusha
Arusha,Ilkisongo Juu,36.70021551,-3.3047913199999996,1823.0,Ilkisongo JuuArusha
Arusha,Imbibia Kati,36.566749380000005,-3.2638477000000004,1797.5,Imbibia KatiArusha
Arusha,Imbopong,36.44094093,-3.13120529,1149.0,ImbopongArusha
Arusha,Imisigiyo,37.24290302,-2.84447325,1605.6666666666667,ImisigiyoArusha
Arusha,Imurutot,37.369302733333335,-2.876996136666667,1837.6666666666667,ImurutotArusha
Arusha,Indiani,35.27817233,-3.18815783,1962.0,IndianiArusha
Arusha,Ing'Oswani,36.52795164666667,-2.8400008333333333,1607.0,Ing'OswaniArusha
Arusha,Ingerin,36.585825656,-2.493132,1615.0,IngerinArusha
Arusha,Inginye,36.23392562666666,-2.9333351433333337,1959.3333333333333,InginyeArusha
Arusha,Ingolienito,36.4807924,-3.36197835,1381.0,IngolienitoArusha
Arusha,Ingutot,36.29177455000001,-2.986101006666667,1061.0,IngutotArusha
Arusha,Ingutoto,35.40799795,-3.21257259,2357.0,IngutotoArusha
Arusha,Insi,35.5933726,-3.382730973333333,1456.0,InsiArusha
Arusha,Inyuata,36.66825145599999,-3.353149088,1424.4,InyuataArusha
Arusha,Irkeepus,35.68979185,-3.0899931,2406.5,IrkeepusArusha
Arusha,Irkisale,36.41962339,-3.75992869,1472.0,IrkisaleArusha
Arusha,Iting'Are,36.96446208,-3.21718599,1348.0,Iting'AreArusha
Arusha,Iyani,36.84859371076924,-3.144526509230769,1440.8461538461538,IyaniArusha
Arusha,Jamhuri,36.68824574,-3.38078323,1346.0,JamhuriArusha
Arusha,Jamusi,35.687599555,-2.294008925,1252.0,JamusiArusha
Arusha,Jamusi Ng'Ambo,35.68498603,-2.29260702,1256.0,Jamusi Ng'AmboArusha
Arusha,Jangwale,36.7778106,-3.15351348,1944.0,JangwaleArusha
Arusha,Jangwani,35.85502667,-3.3896459180000003,954.8,JangwaniArusha
Arusha,Jema,35.881829996,-2.1405927240000002,1197.0,JemaArusha
Arusha,Jengemwanama,36.71094552,-3.38766013,1334.0,JengemwanamaArusha
Arusha,Juu,35.806881473000004,-3.2635655,1615.6,JuuArusha
Arusha,K/Center,36.92123766428572,-3.3577271835714284,1231.5,K/CenterArusha
Arusha,Kaepu,35.45579126,-3.22653601,2450.0,KaepuArusha
Arusha,Kaibuku,36.646883384285715,-3.3027387671428565,1570.857142857143,KaibukuArusha
Arusha,Kainam,35.683584405,-3.456001563333334,1573.0,KainamArusha
Arusha,Kalalanic,36.82401269,-3.36949326,1190.0,KalalanicArusha
Arusha,Kalimaji,36.718790205000005,-3.4536362840000003,1212.1,KalimajiArusha
Arusha,Kalimaji Kati,36.73035028,-3.43113663,1241.0,Kalimaji KatiArusha
Arusha,Kaloleni Mashariki,36.68998419,-3.36285021,1410.0,Kaloleni MasharikiArusha
Arusha,Kaloleni Mita 200,36.69003706,-3.3582865375,1427.75,Kaloleni Mita 200Arusha
Arusha,Kambarage,36.71650559,-3.40205382,1309.0,KambarageArusha
Arusha,Kambi Ya Fisi,36.67433767,-3.36809906,1394.0,Kambi Ya FisiArusha
Arusha,Kambi Ya Mkaa,36.8686070676923,-3.3909763746153847,1043.6153846153845,Kambi Ya MkaaArusha
Arusha,Kambi Ya Simba,35.43158843,-3.48730058,1130.0,Kambi Ya SimbaArusha
Arusha,Kambi Ya Tanga Juu,36.91198931,-3.547789,918.0,Kambi Ya Tanga JuuArusha
Arusha,Kandaskilieti,36.6541694375,-3.2211594325,2069.5,KandaskilietiArusha
Arusha,Kanisani,36.67614729909091,-3.264215839090909,1244.1818181818182,KanisaniArusha
Arusha,Karafia,36.800424982500004,-3.16932448,1767.75,KarafiaArusha
Arusha,Karatini,36.71150429,-3.3224032,1887.0,KaratiniArusha
Arusha,Karimaji,36.7176581625,-3.44321301,1231.0,KarimajiArusha
Arusha,Kaskazini,35.6601978425,-2.6798404375,1850.75,KaskaziniArusha
Arusha,Katani,37.11087388,-2.860896163333333,1655.3333333333333,KataniArusha
Arusha,Kati,36.35582482611112,-3.331313503518519,1370.1851851851852,KatiArusha
Arusha,Kaveshi,36.966028144285715,-3.247787371428571,1313.857142857143,KaveshiArusha
Arusha,Kazamoyo,36.91359225,-3.57168304,922.0,KazamoyoArusha
Arusha,Keidofa,35.49672549,-3.3811027533333333,1606.6666666666667,KeidofaArusha
Arusha,Kereshu,36.79901398333333,-3.3367902133333334,1521.1666666666667,KereshuArusha
Arusha,Kibaoni,36.82690970666667,-3.524640728888889,962.1111111111111,KibaoniArusha
Arusha,Kiboli,36.60112430666667,-3.241352473333334,1787.3333333333333,KiboliArusha
Arusha,Kibori,36.66732392,-3.342159445,1482.6666666666667,KiboriArusha
Arusha,Kigongoni,35.95734315666667,-3.4635966758333336,1018.5833333333334,KigongoniArusha
Arusha,Kijave,36.73910261,-3.3503674,1566.0,KijaveArusha
Arusha,Kijenge Chini,36.70640041,-3.37721807,1360.0,Kijenge ChiniArusha
Arusha,Kijenge Juu,36.70860813,-3.36879551,1424.0,Kijenge JuuArusha
Arusha,Kijijini,35.77344033333333,-2.13045399,1262.6666666666667,KijijiniArusha
Arusha,Kijiweni,37.347201725000005,-2.8665650649999996,1748.5,KijiweniArusha
Arusha,Kikwakwaru,36.695275734999996,-3.3989703650000003,1306.5,KikwakwaruArusha
Arusha,Kilalanic,36.82598359428572,-3.375840245714286,1198.2857142857142,KilalanicArusha
Arusha,Kilima Moja,36.90481061,-3.4214163,1031.0,Kilima MojaArusha
Arusha,Kilimamoto,36.6193579,-3.2698351900000002,1624.5,KilimamotoArusha
Arusha,Kilimani,36.68150944,-3.40753686,1282.0,KilimaniArusha
Arusha,Kilimo,36.64733942,-3.29458643,1584.0,KilimoArusha
Arusha,Kimandafu,36.917614244444444,-3.3830923944444447,1182.7777777777778,KimandafuArusha
Arusha,Kimandolu,36.8382828875,-3.3188502399999997,1528.5,KimandoluArusha
Arusha,Kimeroki,36.72098671571428,-3.3275018199999997,1687.142857142857,KimerokiArusha
Arusha,Kimoli,36.60803605,-3.24181647,1734.0,KimoliArusha
Arusha,Kimosonu,36.86842329235294,-3.1332732947058823,1400.9411764705883,KimosonuArusha
Arusha,Kimundo,36.78185998666667,-3.3482218866666664,1427.6666666666667,KimundoArusha
Arusha,Kimwati,36.51030125666667,-2.43255973,1763.3333333333333,KimwatiArusha
Arusha,Kinehe,35.66301588,-3.37087643,1502.0,KineheArusha
Arusha,King'Una,36.212918342500004,-2.9315997224999997,2028.25,King'UnaArusha
Arusha,Kinihe,35.65822296,-3.341054955,1533.0,KiniheArusha
Arusha,Kirangi,35.766827455,-2.12965646,1266.5,KirangiArusha
Arusha,Kirashi,35.70134796,-2.29661458,1224.0,KirashiArusha
Arusha,Kireeni,36.859812901428576,-3.17809989,1442.4285714285713,KireeniArusha
Arusha,Kirika B,36.65870108,-3.38504519,1333.0,Kirika BArusha
Arusha,Kirima,36.83241431,-3.34721578,1310.0,KirimaArusha
Arusha,Kirurumo,35.84528816,-3.36873416,969.0,KirurumoArusha
Arusha,Kisambare,36.84983935666666,-3.3792650233333332,1150.6666666666667,KisambareArusha
Arusha,Kiseli,35.42390981,-2.66330448,1790.0,KiseliArusha
Arusha,Kiselya,36.746304741,-3.4378126109999996,1247.7,KiselyaArusha
Arusha,Kisiwani,36.82789502,-3.30702383,1604.0,KisiwaniArusha
Arusha,Kisongo,36.78808196166667,-2.5480606433333333,1336.1666666666667,KisongoArusha
Arusha,Kisongo Juu,36.69857523,-3.30654386,1769.0,Kisongo JuuArusha
Arusha,Kisutu,35.85458727,-3.36711033,966.0,KisutuArusha
Arusha,Kitarini,36.463949955000004,-2.6220844899999998,1711.0,KitariniArusha
Arusha,Kitendo,36.6504945875,-3.3099188575,1550.25,KitendoArusha
Arusha,Kitong'Wa,36.69254058,-3.47503858,1225.0,Kitong'WaArusha
Arusha,Kitongojini,36.86282412,-3.50040742,958.0,KitongojiniArusha
Arusha,Kitosokoine,36.5916064,-3.63337152,1167.0,KitosokoineArusha
Arusha,Kituma,35.910820996666665,-3.173823496666667,1789.0,KitumaArusha
Arusha,Kiutu,36.71373485666667,-3.350202035,1536.0,KiutuArusha
Arusha,Kives,36.734282609999994,-3.355152065,1515.5,KivesArusha
Arusha,Kiwabdani,35.67015578,-3.32451076,1542.0,KiwabdaniArusha
Arusha,Kiwandani,35.667695153333334,-3.3265627766666666,1532.0,KiwandaniArusha
Arusha,Kiwanja,35.55653602,-3.35276851,1481.3333333333333,KiwanjaArusha
Arusha,Kiwawa,36.87524247,-3.3440491249999997,1219.5,KiwawaArusha
Arusha,Kolila,37.048725223333335,-3.3444635333333337,982.6666666666666,KolilaArusha
Arusha,Kombo,36.809918280000005,-3.324294545,1619.0,KomboArusha
Arusha,Komoro,36.93165941,-3.55703413,905.0,KomoroArusha
Arusha,Komwex,35.577162015,-3.3826957049999997,1419.5,KomwexArusha
Arusha,Korea,35.85166788,-3.36645411,967.0,KoreaArusha
Arusha,Korona,36.950379585,-3.5298344,912.5,KoronaArusha
Arusha,Korongoni,36.70452005,-3.441992115,1236.0,KorongoniArusha
Arusha,Kroma,35.58214138,-3.38776216,1416.0,KromaArusha
Arusha,Kusini,35.687048749999995,-3.3289609419999997,1513.0,KusiniArusha
Arusha,Kwa Kirenga,36.974504445,-3.2930753675,1170.0,Kwa KirengaArusha
Arusha,Kwa Masika,36.987351645714284,-3.30625861,1097.0,Kwa MasikaArusha
Arusha,Kwa Philipo,36.96820264749999,-3.322373655,1220.75,Kwa PhilipoArusha
Arusha,Kwa Tulele,36.98503417999999,-3.2735254866666668,1190.3333333333333,Kwa TuleleArusha
Arusha,Kwalock,36.881462077142864,-3.1474949071428573,1421.142857142857,KwalockArusha
Arusha,Kwaniche,36.749772568000004,-3.35647309,1469.2,KwanicheArusha
Arusha,Kware,36.661894282000006,-3.3631454560000003,1402.6,KwareArusha
Arusha,Kyamakata,36.85397359,-3.1338869949999997,1419.8333333333333,KyamakataArusha
Arusha,Kyaraa,36.79728151,-3.3552977999999998,1322.0,KyaraaArusha
Arusha,Kyuta,36.82247931571429,-3.3090764242857147,1669.2857142857142,KyutaArusha
Arusha,Laiza,36.734008669999994,-3.41530228,1291.4,LaizaArusha
Arusha,Laizer,36.722412385,-3.3355805700000003,1626.0,LaizerArusha
Arusha,Lamayana,36.60572127,-3.32229166,1396.0,LamayanaArusha
Arusha,Lamuloki,36.83425706,-3.574120315,938.0,LamulokiArusha
Arusha,Langata,36.482266370000005,-2.5388810250000002,1679.5,LangataArusha
Arusha,Langidare,36.7282173,-3.3592021599999997,1513.5,LangidareArusha
Arusha,Larikaria,36.25691633,-2.90160768,2192.0,LarikariaArusha
Arusha,Larkaria,36.255696675,-2.9167501375000002,2134.25,LarkariaArusha
Arusha,Larmaroro,36.433720782,-3.227754772,1942.4,LarmaroroArusha
Arusha,Latimi,35.93486184,-3.33536007,1003.0,LatimiArusha
Arusha,Lebusha,36.69130784666667,-3.343356913333333,1495.0,LebushaArusha
Arusha,Leganga,36.84679101444445,-3.3693761044444437,1180.2222222222222,LegangaArusha
Arusha,Leinevuni,36.6550199,-3.30345373,1581.0,LeinevuniArusha
Arusha,Lekako,36.658323591249996,-3.30306916375,1619.0,LekakoArusha
Arusha,Lelek,36.57470816,-2.63146394,1456.0,LelekArusha
Arusha,Leleki,36.51388923,-2.65649583,1519.0,LelekiArusha
Arusha,Lemanda,36.678936,-3.1533841516666663,1774.3333333333333,LemandaArusha
Arusha,Lemanyata,36.625324260000006,-3.2631582466666664,1650.6666666666667,LemanyataArusha
Arusha,Lembashishi,36.577630235,-3.3019154750000004,1539.5,LembashishiArusha
Arusha,Lemedei,36.780400815,-3.5597557550000003,968.0,LemedeiArusha
Arusha,Lemgulu,36.5616008225,-3.4283941775,1319.25,LemguluArusha
Arusha,Lemioni,36.09974174,-3.56386655,1051.5,LemioniArusha
Arusha,Lendavunye,36.65740287,-3.306827235,1603.5,LendavunyeArusha
Arusha,Lendoiya,36.88850203714286,-3.1975540664285718,1509.5,LendoiyaArusha
Arusha,Lengare,36.818948307142854,-3.174821465714286,1604.857142857143,LengareArusha
Arusha,Lengeni,36.47446679,-3.30949613,1559.0,LengeniArusha
Arusha,Lengine,36.477197045,-3.312506205,1585.0,LengineArusha
Arusha,Lengipima,35.908716007500004,-3.1840013425,1805.75,LengipimaArusha
Arusha,Lengitima,35.904918815,-3.1932707650000003,1761.0,LengitimaArusha
Arusha,Lenjani,36.636099509999994,-3.269504425,1731.0,LenjaniArusha
Arusha,Leparieti,36.650305620000005,-3.32709214,1530.75,LeparietiArusha
Arusha,Leparumet,36.6483334025,-3.3306166925,1528.25,LeparumetArusha
Arusha,Lepayoni,37.36107966,-2.8716433200000004,1803.3333333333333,LepayoniArusha
Arusha,Lepoloseki,36.30130358555556,-2.809170661111111,1202.111111111111,LepolosekiArusha
Arusha,Lepolosi,37.25760387666667,-2.8370445099999997,1498.3333333333333,LepolosiArusha
Arusha,Lerai,36.907405415,-3.354601455,1225.0,LeraiArusha
Arusha,Lerai Kati,36.9126757,-3.3526473,1233.5,Lerai KatiArusha
Arusha,Lerang'Wa,37.210233344,-2.842750563,1633.8,Lerang'WaArusha
Arusha,Leremeta,36.96541312,-2.72271784,1131.5,LeremetaArusha
Arusha,Lesala,36.47485622,-3.30168425,1620.0,LesalaArusha
Arusha,Leshabala,36.69569150666666,-3.34550254,1487.0,LeshabalaArusha
Arusha,Leshabale,36.6991465425,-3.3472687875,1468.75,LeshabaleArusha
Arusha,Leshobale,36.69839609,-3.34886505,1465.0,LeshobaleArusha
Arusha,Lesimanga,36.684428452000006,-3.348507886,1458.8,LesimangaArusha
Arusha,Lesoit,36.72446272,-3.466673683333333,1180.3333333333333,LesoitArusha
Arusha,Lesoiti,36.788786318,-2.581919436,1273.0,LesoitiArusha
Arusha,Letaiyo,36.70206777,-3.47051786,1242.0,LetaiyoArusha
Arusha,Levolos Mita 200,36.68266629,-3.35952195,1429.0,Levolos Mita 200Arusha
Arusha,Likamba,36.554545114999996,-3.33216665,1476.0,LikambaArusha
Arusha,Lobolosi,36.74299691,-3.33344008,1636.0,LobolosiArusha
Arusha,Lobon,36.548914204999996,-3.3216270725,1521.75,LobonArusha
Arusha,Lobora,36.690760499999996,-3.3527124075,1438.5,LoboraArusha
Arusha,Lobulu,36.684181898000006,-3.3252245520000003,1569.8,LobuluArusha
Arusha,Loibangoti,36.66425518666667,-3.3246510700000003,1587.6666666666667,LoibangotiArusha
Arusha,Lolera,36.91382156,-3.21073991,1441.0,LoleraArusha
Arusha,Lolimotonya,36.63195892,-3.25512414,1717.0,LolimotonyaArusha
Arusha,Lolimotonyi,36.63112017,-3.24496629,1736.0,LolimotonyiArusha
Arusha,Loliondo,35.624353956666674,-2.0506799333333334,2161.0,LoliondoArusha
Arusha,Lolkisale A,36.42121872,-3.76660778,1480.0,Lolkisale AArusha
Arusha,Lolkisale B,36.41923519,-3.76135624,1487.0,Lolkisale BArusha
Arusha,Loloboni,36.70039825,-2.63760992,1394.0,LoloboniArusha
Arusha,Loloiboni,36.699875166,-2.6424888600000003,1377.6,LoloiboniArusha
Arusha,Lolomotonyi,36.63062667,-3.24972354,1783.0,LolomotonyiArusha
Arusha,Lolopon,36.51988825666667,-3.3225408566666665,1556.3333333333333,LoloponArusha
Arusha,Lomishila,36.576672656666666,-3.31520228,1532.8333333333333,LomishilaArusha
Arusha,Longdong,36.67596786,-3.4037678,1291.0,LongdongArusha
Arusha,Longido,36.641157254999996,-3.3112126550000003,1519.5,LongidoArusha
Arusha,Longolu,36.674486455,-3.3373033149999998,1505.5,LongoluArusha
Arusha,Longululu,36.52741378214286,-3.396608449285715,1346.357142857143,LongululuArusha
Arusha,Longuluyo,36.533717415,-3.40280212,1338.0,LonguluyoArusha
Arusha,Loolturot,36.202739019999996,-2.840528435,2145.0,LoolturotArusha
Arusha,Loomunyi,35.55021282,-3.05369396,2046.0,LoomunyiArusha
Arusha,Loosikito,36.68497568,-2.76592684,1288.0,LoosikitoArusha
Arusha,Loseiya,36.940894543333336,-3.2367313066666665,1369.6666666666667,LoseiyaArusha
Arusha,Loshuwash,35.417116925,-2.00656418,1938.5,LoshuwashArusha
Arusha,Losilo,36.56611187,-3.28750349,1656.0,LosiloArusha
Arusha,Losingila,36.50569835,-3.39450725,1345.0,LosingilaArusha
