region,subvillage,construction_year,key
Arusha,Kisiwani,2000.0,KisiwaniArusha
Arusha,Kisongo,2001.0,KisongoArusha
Arusha,Kisongo Chini,1998.0,Kisongo ChiniArusha
Arusha,Kisongo Juu,1998.0,Kisongo JuuArusha
Arusha,Kisutu,2000.0,KisutuArusha
Arusha,Kitarini,2007.4,KitariniArusha
Arusha,Kitendo,1994.0,KitendoArusha
Arusha,Kitong'Wa,2000.0,Kitong'WaArusha
Arusha,Kitongojini,1980.0,KitongojiniArusha
Arusha,Kitongwaa,2000.0,KitongwaaArusha
Arusha,Kitosokoine,2003.3333333333333,KitosokoineArusha
Arusha,Kituma,2002.0,KitumaArusha
Arusha,Kiutu,1999.0,KiutuArusha
Arusha,Kives,2005.0,KivesArusha
Arusha,Kiwabdani,2002.0,KiwabdaniArusha
Arusha,Kiwandani,2002.0,KiwandaniArusha
Arusha,Kiwanja,2002.0,KiwanjaArusha
Arusha,Kiwawa,1986.5,KiwawaArusha
Arusha,Kolila,1984.857142857143,KolilaArusha
Arusha,Kombo,2001.6666666666667,KomboArusha
Arusha,Komoro,1983.25,KomoroArusha
Arusha,Komwex,2002.0,KomwexArusha
Arusha,Korea,2000.0,KoreaArusha
Arusha,Korona,2008.0,KoronaArusha
Arusha,Korongoni,2006.6666666666667,KorongoniArusha
Arusha,Kroma,2002.0,KromaArusha
Arusha,Kulila,2007.0,KulilaArusha
Arusha,Kurinjaa,2011.0,KurinjaaArusha
Arusha,Kusini,2002.0,KusiniArusha
Arusha,Kwa Kirenga,1983.2,Kwa KirengaArusha
Arusha,Kwa Masika,1990.7142857142858,Kwa MasikaArusha
Arusha,Kwa Philipo,1995.0,Kwa PhilipoArusha
Arusha,Kwa Tulele,1968.5714285714287,Kwa TuleleArusha
Arusha,Kwalock,2007.25,KwalockArusha
Arusha,Kwaniche,2007.0,KwanicheArusha
Arusha,Kware,2001.6666666666667,KwareArusha
Arusha,Kwatulele,1963.0,KwatuleleArusha
Arusha,Kyamakata,2009.0,KyamakataArusha
Arusha,Kyaraa,1998.0,KyaraaArusha
Arusha,Kyuta,1998.4444444444443,KyutaArusha
Arusha,Laiza,2000.0,LaizaArusha
Arusha,Laizer,2009.0,LaizerArusha
Arusha,Lakeko,1980.0,LakekoArusha
Arusha,Lamayana,1970.0,LamayanaArusha
Arusha,Lamuloki,1970.0,LamulokiArusha
Arusha,Langata,1978.0,LangataArusha
Arusha,Langidare,2005.0,LangidareArusha
Arusha,Lapalasek,2000.0,LapalasekArusha
Arusha,Larikaria,2001.0,LarikariaArusha
Arusha,Larkaria,2005.6,LarkariaArusha
Arusha,Larmaroro,1998.3333333333333,LarmaroroArusha
Arusha,Latimi,2000.0,LatimiArusha
Arusha,Lebusha,1999.0,LebushaArusha
Arusha,Leganga,2010.3,LegangaArusha
Arusha,Leinevuni,1991.0,LeinevuniArusha
Arusha,Lekako,1996.125,LekakoArusha
Arusha,Lelek,2004.0,LelekArusha
Arusha,Leleki,2008.0,LelekiArusha
Arusha,Lemanda,2001.857142857143,LemandaArusha
Arusha,Lemanyata,1999.0,LemanyataArusha
Arusha,Lembashishi,1989.5,LembashishiArusha
Arusha,Lemedei,2004.0,LemedeiArusha
Arusha,Lemgulu,1996.8,LemguluArusha
Arusha,Lemioni,2000.0,LemioniArusha
Arusha,Lendavunye,1999.6666666666667,LendavunyeArusha
Arusha,Lendoiya,2009.0,LendoiyaArusha
Arusha,Lengare,2006.0,LengareArusha
Arusha,Lengeni,2000.0,LengeniArusha
Arusha,Lengine,2000.0,LengineArusha
Arusha,Lengipima,2002.0,LengipimaArusha
Arusha,Lengitima,2002.0,LengitimaArusha
Arusha,Lenjani,1990.0,LenjaniArusha
Arusha,Leparieti,2002.0,LeparietiArusha
Arusha,Leparumet,2002.0,LeparumetArusha
Arusha,Lepayoni,2000.75,LepayoniArusha
Arusha,Lepoloseki,2005.111111111111,LepolosekiArusha
Arusha,Lepolosi,2004.0,LepolosiArusha
Arusha,Lerai,1972.6666666666667,LeraiArusha
Arusha,Lerai Kati,2008.0,Lerai KatiArusha
Arusha,Lerang'Wa,2004.0,Lerang'WaArusha
Arusha,Lesala,2000.0,LesalaArusha
Arusha,Leshabala,1998.0,LeshabalaArusha
Arusha,Leshabale,1998.0,LeshabaleArusha
Arusha,Leshobale,1998.0,LeshobaleArusha
Arusha,Lesimanga,2002.0,LesimangaArusha
Arusha,Lesoit,2000.0,LesoitArusha
Arusha,Lesoiti,2004.6,LesoitiArusha
Arusha,Letaiyo,2000.0,LetaiyoArusha
Arusha,Levolos Mita 200,2000.0,Levolos Mita 200Arusha
Arusha,Likamba,1970.0,LikambaArusha
Arusha,Lobolosi,2007.0,LobolosiArusha
Arusha,Lobon,1985.5,LobonArusha
Arusha,Lobora,1999.0,LoboraArusha
Arusha,Lobulu,1998.0,LobuluArusha
Arusha,Loibangoti,2002.0,LoibangotiArusha
Arusha,Lolera,2010.0,LoleraArusha
Arusha,Lolimotonya,2008.0,LolimotonyaArusha
Arusha,Lolimotonyi,1990.0,LolimotonyiArusha
Arusha,Loliondo,2003.2,LoliondoArusha
Arusha,Lolkisale A,2000.0,Lolkisale AArusha
Arusha,Lolkisale B,2000.0,Lolkisale BArusha
Arusha,Loloboini,2001.0,LoloboiniArusha
Arusha,Loloboni,1999.0,LoloboniArusha
Arusha,Loloiboni,2005.0,LoloiboniArusha
Arusha,Lolomotonyi,1990.0,LolomotonyiArusha
Arusha,Lolovono,2010.0,LolovonoArusha
Arusha,Lomishila,1983.3333333333333,LomishilaArusha
Arusha,Longdong,2010.0,LongdongArusha
Arusha,Longido,1996.6666666666667,LongidoArusha
Arusha,Longido Sec Sc,2008.0,Longido Sec ScArusha
Arusha,Longolu,2000.0,LongoluArusha
Arusha,Longululu,2008.0588235294117,LongululuArusha
Arusha,Longuluyo,2012.0,LonguluyoArusha
Arusha,Loolturot,2008.4,LoolturotArusha
Arusha,Loomunyi,1965.0,LoomunyiArusha
Arusha,Loosikito,1983.0,LoosikitoArusha
Arusha,Lopulin,2013.0,LopulinArusha
Arusha,Loseiya,2009.0,LoseiyaArusha
Arusha,Loshuwash,2010.6666666666667,LoshuwashArusha
Arusha,Losikito,2000.0,LosikitoArusha
Arusha,Losilo,1989.5,LosiloArusha
Arusha,Losingila,2000.0,LosingilaArusha
Arusha,Losingirani,2010.0,LosingiraniArusha
Arusha,Losinoni,1974.2222222222222,LosinoniArusha
Arusha,Losinoni Juu,2000.0,Losinoni JuuArusha
Arusha,Losirwa,2002.5,LosirwaArusha
Arusha,Lositeti,2000.0,LositetiArusha
Arusha,Losrway,2000.0,LosrwayArusha
Arusha,Losuwashi,2011.0,LosuwashiArusha
Arusha,Lovilikuny,2008.0,LovilikunyArusha
Arusha,Lovilukuny,2009.0,LovilukunyArusha
Arusha,Lunesela,1988.0,LuneselaArusha
Arusha,Luwai,2006.5,LuwaiArusha
Arusha,Maangalio,2012.0,MaangalioArusha
Arusha,Mabatini,2007.0,MabatiniArusha
Arusha,Madukan,1999.0,MadukanArusha
Arusha,Madukani,1993.689075630252,MadukaniArusha
Arusha,Magadini,2008.1666666666667,MagadiniArusha
Arusha,Magadirisho,2007.142857142857,MagadirishoArusha
Arusha,Maganyo,2002.6666666666667,MaganyoArusha
Arusha,Magharibi,1999.3333333333333,MagharibiArusha
Arusha,Magomeni,2000.0,MagomeniArusha
Arusha,Maifora,2010.0,MaiforaArusha
Arusha,Maina,1991.0,MainaArusha
Arusha,Mairowa,2011.0,MairowaArusha
Arusha,Mairowa B,2011.5,Mairowa BArusha
Arusha,Majengo,1987.8,MajengoArusha
Arusha,Majengo A,2000.0,Majengo AArusha
Arusha,Majengo B,2000.0,Majengo BArusha
Arusha,Majengo C,2000.0,Majengo CArusha
Arusha,Majengo Chini,2000.0,Majengo ChiniArusha
Arusha,Majengo D,2000.0,Majengo DArusha
Arusha,Maji Ya Chai,1964.0,Maji Ya ChaiArusha
Arusha,Maji Ya Chai Kati,1986.5294117647059,Maji Ya Chai KatiArusha
Arusha,Makaburi Ya Baniani,2000.0,Makaburi Ya BanianiArusha
Arusha,Makanyo,1998.0,MakanyoArusha
Arusha,Makao Mapya,2001.6666666666667,Makao MapyaArusha
Arusha,Makisoro,2008.0,MakisoroArusha
Arusha,Makivaru,1978.0,MakivaruArusha
Arusha,Makiwaru,1997.5,MakiwaruArusha
Arusha,Makuyuni,2000.0,MakuyuniArusha
Arusha,Malanja,2008.0,MalanjaArusha
Arusha,Maleu,1994.8181818181818,MaleuArusha
Arusha,Maliyasili,2002.0,MaliyasiliArusha
Arusha,Maliyasiri,2002.0,MaliyasiriArusha
Arusha,Maloloi,1981.2,MaloloiArusha
Arusha,Maloon,2011.0,MaloonArusha
Arusha,Malula Mjini,2001.0,Malula MjiniArusha
Arusha,Mamuna,2005.0,MamunaArusha
Arusha,Manang,1973.0,ManangArusha
Arusha,Mandagati,2006.0,MandagatiArusha
Arusha,Mangashini,1983.0,MangashiniArusha
Arusha,Mangisa,1994.0,MangisaArusha
Arusha,Mangula,2007.0,MangulaArusha
Arusha,Manguva,2004.5,ManguvaArusha
Arusha,Manguwa,2012.0,ManguwaArusha
Arusha,Mangwa,1998.0,MangwaArusha
Arusha,Manusai,1999.6666666666667,ManusaiArusha
Arusha,Manyara,1990.0,ManyaraArusha
Arusha,Manyata,2005.5,ManyataArusha
Arusha,Manyati,1963.0,ManyatiArusha
Arusha,Manyile,1998.3333333333333,ManyileArusha
Arusha,Mapera,2001.6666666666667,MaperaArusha
Arusha,Marera,1994.0,MareraArusha
Arusha,Marere,1994.0,MarereArusha
Arusha,Mareu Kati,1986.875,Mareu KatiArusha
Arusha,Marikanda,1999.0,MarikandaArusha
Arusha,Maring'A,1988.090909090909,Maring'AArusha
Arusha,Marongoroni,2008.0,MarongoroniArusha
Arusha,Marti,2011.0,MartiArusha
Arusha,Marurani Juu,2001.7058823529412,Marurani JuuArusha
Arusha,Marurani Kati,1989.5223880597016,Marurani KatiArusha
Arusha,Marurani Kusini,1983.0,Marurani KusiniArusha
Arusha,Masabeda,1996.0,MasabedaArusha
Arusha,Masaga,1990.0,MasagaArusha
Arusha,Masaini,1978.0,MasainiArusha
Arusha,Masale,1995.0,MasaleArusha
Arusha,Maseda,1998.0,MasedaArusha
Arusha,Mashariki,1996.75,MasharikiArusha
Arusha,Mashono Kaskazini,2000.0,Mashono KaskaziniArusha
Arusha,Masiel,1998.0,MasielArusha
Arusha,Masihi,1990.0,MasihiArusha
Arusha,Matani,2003.0,MataniArusha
Arusha,Matasa,2012.0,MatasaArusha
Arusha,Matasy,2012.0,MatasyArusha
Arusha,Matene,2005.0,MateneArusha
Arusha,Matiani,2004.2857142857142,MatianiArusha
Arusha,Matini,1989.9473684210527,MatiniArusha
Arusha,Maurani,2000.0,MauraniArusha
Arusha,Mavinuni,1999.0833333333333,MavinuniArusha
Arusha,Maziwa,1999.5,MaziwaArusha
Arusha,Mbaaseny,2001.7142857142858,MbaasenyArusha
Arusha,Mbalwa,1967.0,MbalwaArusha
Arusha,Mbasha,2011.0,MbashaArusha
Arusha,Mbeshere,2000.0,MbeshereArusha
Arusha,Mbobgiti,2008.0,MbobgitiArusha
Arusha,Mbolele,1995.0,MboleleArusha
Arusha,Mbonde Lafaru,2009.0,Mbonde LafaruArusha
Arusha,Mbugani,2000.0,MbuganiArusha
Arusha,Mbuganii,2000.0,MbuganiiArusha
Arusha,Mbukala,1985.0,MbukalaArusha
Arusha,Mbukeni,2010.0,MbukeniArusha
Arusha,Mbuni,1960.0,MbuniArusha
Arusha,Mburyashi,2002.0,MburyashiArusha
Arusha,Mbuyuni,2006.0,MbuyuniArusha
Arusha,Mebaku,2002.0,MebakuArusha
Arusha,Meduti,1990.0,MedutiArusha
Arusha,Mefurda,2002.0,MefurdaArusha
Arusha,Melebuki,2002.0,MelebukiArusha
Arusha,Melenyi,2007.0,MelenyiArusha
Arusha,Mende,2002.0,MendeArusha
Arusha,Meshili,2006.0,MeshiliArusha
Arusha,Metto,1998.5714285714287,MettoArusha
Arusha,Mfulony,1991.0,MfulonyArusha
Arusha,Mgholo,2007.8333333333333,MgholoArusha
Arusha,Mguu Wa Zuberi,2005.0,Mguu Wa ZuberiArusha
Arusha,Miembeni,1974.0,MiembeniArusha
Arusha,Migombani Chini,2000.0,Migombani ChiniArusha
Arusha,Migombani Juu,2000.0,Migombani JuuArusha
Arusha,Migombani Kati,2000.0,Migombani KatiArusha
Arusha,Migungani,1986.5,MigunganiArusha
Arusha,Migungani A,2000.0,Migungani AArusha
Arusha,Migungani C,2000.0,Migungani CArusha
Arusha,Mijuti,2010.0,MijutiArusha
Arusha,Milongoine,2012.0,MilongoineArusha
Arusha,Misigyo,2006.0,MisigyoArusha
Arusha,Mitaloni,1995.0,MitaloniArusha
Arusha,Mjini,2006.5238095238096,MjiniArusha
Arusha,Mjini Kati,2000.0,Mjini KatiArusha
Arusha,Mkao,2000.4,MkaoArusha
Arusha,Mkaoo,1990.0,MkaooArusha
Arusha,Mkulima,2000.2,MkulimaArusha
Arusha,Mkuru,2007.9285714285713,MkuruArusha
Arusha,Mlangarini,2006.125,MlangariniArusha
Arusha,Mlangarini Kati,2000.8,Mlangarini KatiArusha
Arusha,Mlimani,2004.4516129032259,MlimaniArusha
Arusha,Mlimani Farm,2012.0,Mlimani FarmArusha
Arusha,Mlimani Park,1999.0,Mlimani ParkArusha
Arusha,Mlimini,2005.5,MliminiArusha
Arusha,Mlombeni,2008.0,MlombeniArusha
Arusha,Moikane,2000.0,MoikaneArusha
Arusha,Moikani,2000.0,MoikaniArusha
Arusha,Moilo,1994.3333333333333,MoiloArusha
Arusha,Moivaro,2010.875,MoivaroArusha
Arusha,Moklani,2005.0,MoklaniArusha
Arusha,Momela,2004.0,MomelaArusha
Arusha,Mondoros,1991.5,MondorosArusha
Arusha,Moniki,2008.5,MonikiArusha
Arusha,Mooton,2000.0,MootonArusha
Arusha,Mousuyani,2000.0,MousuyaniArusha
Arusha,Mpakani,1990.0,MpakaniArusha
Arusha,Mpomeni,2006.0,MpomeniArusha
Arusha,Mrangarini,1998.0,MrangariniArusha
Arusha,Mringa Msingi,2002.0,Mringa MsingiArusha
Arusha,Mringa Sekondari,2002.3333333333333,Mringa SekondariArusha
Arusha,Msamanene,2003.0,MsamaneneArusha
Arusha,Msamaneni,2005.5714285714287,MsamaneniArusha
Arusha,Mseseweni,2005.3333333333333,MseseweniArusha
Arusha,Mshaloni,2000.0,MshaloniArusha
Arusha,Msngula,2005.0,MsngulaArusha
Arusha,Msumbiji,1975.3333333333333,MsumbijiArusha
Arusha,Mswakini,2011.0,MswakiniArusha
Arusha,Mswakini Kati,2010.0,Mswakini KatiArusha
Arusha,Mtaa Wa Darajani,2000.0,Mtaa Wa DarajaniArusha
Arusha,Mtaawasaba,2007.0,MtaawasabaArusha
Arusha,Mteriani,1990.0,MterianiArusha
Arusha,Mti Mmoja,2000.0,Mti MmojaArusha
Arusha,Mtongwaa,2000.0,MtongwaaArusha
Arusha,Mtoni,1988.5555555555557,MtoniArusha
Arusha,Mtoni Kati,2000.0,Mtoni KatiArusha
Arusha,Mujiti,2010.0,MujitiArusha
Arusha,Mukulati,1989.0,MukulatiArusha
Arusha,Mula,1993.2,MulaArusha
Arusha,Munga,1990.0,MungaArusha
